MOUVEMENT,Vacc1,Vacc2,Vacc3,Vacc4,Vacc5,Vacc6,Vacc7,Vacc8,Vacc9,Vacc10,Vacc11,Vacc12,Vacc13,Vacc14,Vacc15,Vacc16,Vacc17,Vacc18,Vacc19,Vacc20,Vacc21,Vacc22,Vacc23,Vacc24,Vacc25,Vacc26,Vacc27,Vacc28,Vacc29,Vacc30,Vacc31,Vacc32,Vacc33,Vacc34,Vacc35,Vacc36,Vacc37,Vacc38,Vacc39,Vacc40,Vacc41,Vacc42,Vacc43,Vacc44,Vacc45,Vacc46,Vacc47,Vacc48,Vacc49,Vacc50,Vacc51,Vacc52,Vacc53,Vacc54,Vacc55,Vacc56,Vacc57,Vacc58,Vacc59,Vacc60,Vacc61,Vacc62,Vacc63,Vacc64,Vacc65,Vacc66,Vacc67,Vacc68,Vacc69,Vacc70,Vacc71,Vacc72,Vacc73,Vacc74,Vacc75,Vacc76,Vacc77,Vacc78,Vacc79,Vacc80,Vacc81,Vacc82,Vacc83,Vacc84,Vacc85,Vacc86,Vacc87,Vacc88,Vacc89,Vacc90,Vacc91,Vacc92,Vacc93,Vacc94,Vacc95,Vacc96,Vacc97,Vacc98,Vacc99,Vacc100,Vacc101,Vacc102,Vacc103,Vacc104,Vacc105,Vacc106,Vacc107,Vacc108,Vacc109,Vacc110,Vacc111,Vacc112,Vacc113,Vacc114,Vacc115,Vacc116,Vacc117,Vacc118,Vacc119,Vacc120,Vacc121,Vacc122,Vacc123,Vacc124,Vacc125,Vacc126,Vacc127,Vacc128,Vacc129,Vacc130,Vacc131,Vacc132,Vacc133,Vacc134,Vacc135,Vacc136,Vacc137,Vacc138,Vacc139,Vacc140,Vacc141,Vacc142,Vacc143,Vacc144,Vacc145,Vacc146,Vacc147,Vacc148,Vacc149,Vacc150,Vacc151,Vacc152,Vacc153,Vacc154,Vacc155,Vacc156,Vacc157,Vacc158,Vacc159,Vacc160,Vacc161,Vacc162,Vacc163,Vacc164,Vacc165,Vacc166,Vacc167,Vacc168,Vacc169,Vacc170,Vacc171,Vacc172,Vacc173,Vacc174,Vacc175,Vacc176,Vacc177,Vacc178,Vacc179,Vacc180,Vacc181,Vacc182,Vacc183,Vacc184,Vacc185,Vacc186,Vacc187,Vacc188,Vacc189,Vacc190,Vacc191,Vacc192,Vacc193,Vacc194,Vacc195,Vacc196,Vacc197,Vacc198,Vacc199,Vacc200,Vacc201,Vacc202,Vacc203,Vacc204,Vacc205,Vacc206,Vacc207,Vacc208,Vacc209,Vacc210,Vacc211,Vacc212,Vacc213,Vacc214,Vacc215,Vacc216,Vacc217,Vacc218,Vacc219,Vacc220,Vacc221,Vacc222,Vacc223,Vacc224,Vacc225,Vacc226,Vacc227,Vacc228,Vacc229,Vacc230,Vacc231,Vacc232,Vacc233,Vacc234,Vacc235,Vacc236,Vacc237,Vacc238,Vacc239,Vacc240,Vacc241,Vacc242,Vacc243,Vacc244,Vacc245,Vacc246,Vacc247,Vacc248,Vacc249,Vacc250,Vacc251,Vacc252,Vacc253,Vacc254,Vacc255,Vacc256,Vacc257,Vacc258,Vacc259,Vacc260,Vacc261,Vacc262,Vacc263,Vacc264,Vacc265,Vacc266,Vacc267,Vacc268,Vacc269,Vacc270,Vacc271,Vacc272,Vacc273,Vacc274,Vacc275,Vacc276,Vacc277,Vacc278,Vacc279,Vacc280,Vacc281,Vacc282,Vacc283,Vacc284,Vacc285,Vacc286,Vacc287,Vacc288,Vacc289,Vacc290,Vacc291,Vacc292,Vacc293,Vacc294,Vacc295,Vacc296,Vacc297,Vacc298,Vacc299,Vacc300,Vacc301,Vacc302,Vacc303,Vacc304,Vacc305,Vacc306,Vacc307,Vacc308,Vacc309,Vacc310,Vacc311,Vacc312,Vacc313,Vacc314,Vacc315,Vacc316,Vacc317,Vacc318,Vacc319,Vacc320,Vacc321,Vacc322,Vacc323,Vacc324,Vacc325,Vacc326,Vacc327,Vacc328,Vacc329,Vacc330,Vacc331,Vacc332,Vacc333,Vacc334,Vacc335,Vacc336,Vacc337,Vacc338,Vacc339,Vacc340,Vacc341,Vacc342,Vacc343,Vacc344,Vacc345,Vacc346,Vacc347,Vacc348,Vacc349,Vacc350,Vacc351,Vacc352,Vacc353,Vacc354,Vacc355,Vacc356,Vacc357,Vacc358,Vacc359,Vacc360,Vacc361,Vacc362,Vacc363,Vacc364,Vacc365,Vacc366,Vacc367,Vacc368,Vacc369,Vacc370,Vacc371,Vacc372,Vacc373,Vacc374,Vacc375,Vacc376,Vacc377,Vacc378,Vacc379,Vacc380,Vacc381,Vacc382,Vacc383,Vacc384,Vacc385,Vacc386,Vacc387,Vacc388,Vacc389,Vacc390,Vacc391,Vacc392,Vacc393,Vacc394,Vacc395,Vacc396,Vacc397,Vacc398,Vacc399,Vacc400,Vacc401,Vacc402,Vacc403,Vacc404,Vacc405,Vacc406,Vacc407,Vacc408,Vacc409,Vacc410,Vacc411,Vacc412,Vacc413,Vacc414,Vacc415,Vacc416,Vacc417,Vacc418,Vacc419,Vacc420,Vacc421,Vacc422,Vacc423,Vacc424,Vacc425,Vacc426,Vacc427,Vacc428,Vacc429,Vacc430,Vacc431,Vacc432,Vacc433,Vacc434,Vacc435,Vacc436,Vacc437,Vacc438,Vacc439,Vacc440,Vacc441,Vacc442,Vacc443,Vacc444,Vacc445,Vacc446,Vacc447,Vacc448,Vacc449,Vacc450,Vacc451,Vacc452,Vacc453,Vacc454,Vacc455,Vacc456,Vacc457,Vacc458,Vacc459,Vacc460,Vacc461,Vacc462,Vacc463,Vacc464,Vacc465,Vacc466,Vacc467,Vacc468,Vacc469,Vacc470,Vacc471,Vacc472,Vacc473,Vacc474,Vacc475,Vacc476,Vacc477,Vacc478,Vacc479,Vacc480,Vacc481,Vacc482,Vacc483,Vacc484,Vacc485,Vacc486,Vacc487,Vacc488,Vacc489,Vacc490,Vacc491,Vacc492,Vacc493,Vacc494,Vacc495,Vacc496,Vacc497,Vacc498,Vacc499,Vacc500,Vacc501,Vacc502,Vacc503,Vacc504,Vacc505,Vacc506,Vacc507,Vacc508,Vacc509,Vacc510,Vacc511,Vacc512,Vacc513,Vacc514,Vacc515,Vacc516,Vacc517,Vacc518,Vacc519,Vacc520,Vacc521,Vacc522,Vacc523,Vacc524,Vacc525,Vacc526,Vacc527,Vacc528,Vacc529,Vacc530,Vacc531,Vacc532,Vacc533,Vacc534,Vacc535,Vacc536,Vacc537,Vacc538,Vacc539,Vacc540,Vacc541,Vacc542,Vacc543,Vacc544,Vacc545,Vacc546,Vacc547,Vacc548,Vacc549,Vacc550,Vacc551,Vacc552,Vacc553,Vacc554,Vacc555,Vacc556,Vacc557,Vacc558,Vacc559,Vacc560,Vacc561,Vacc562,Vacc563,Vacc564,Vacc565,Vacc566,Vacc567,Vacc568,Vacc569,Vacc570,Vacc571,Vacc572,Vacc573,Vacc574,Vacc575,Vacc576,Vacc577,Vacc578,Vacc579,Vacc580,Vacc581,Vacc582,Vacc583,Vacc584,Vacc585,Vacc586,Vacc587,Vacc588,Vacc589,Vacc590,Vacc591,Vacc592,Vacc593,Vacc594,Vacc595,Vacc596,Vacc597,Vacc598,Vacc599,Vacc600
1,0.561177,0.631761,0.565194,0.615885,0.634210,0.565992,0.596567,0.522943,0.538204,0.557546,0.537369,0.644293,0.648503,0.623090,0.612232,0.723038,0.642779,0.607625,0.621553,0.723856,0.648515,0.604604,0.579498,0.565127,0.621745,0.564938,0.550625,0.550284,0.588712,0.569088,0.548642,0.655870,0.619954,0.540577,0.553462,0.532020,0.551983,0.580868,0.586803,0.553686,0.587523,0.577750,0.572231,0.576163,0.514462,0.530960,0.596758,0.638016,0.612769,0.581138,0.646280,0.625322,0.635515,0.569976,0.572287,0.570551,0.651229,0.653929,0.538833,0.632308,0.574399,0.578207,0.617163,0.639492,0.599704,0.549540,0.516965,0.501144,0.534668,0.575266,0.613240,0.546919,0.515530,0.558862,0.615001,0.596277,0.666754,0.717582,0.686487,0.637124,0.676287,0.743305,0.663973,0.549228,0.602952,0.571856,0.605174,0.577240,0.579486,0.656182,0.639822,0.631119,0.563007,0.587440,0.551771,0.585796,0.617718,0.565726,0.545655,0.568599,0.566201,0.592564,0.641196,0.563455,0.613267,0.633755,0.620240,0.648152,0.751719,0.708495,0.688585,0.631222,0.658751,0.584205,0.603636,0.581951,0.639840,0.669803,0.507340,0.549066,0.629050,0.601476,0.580908,0.573349,0.588675,0.640393,0.662736,0.628733,0.599333,0.578841,0.612169,0.594296,0.500043,0.583790,0.592692,0.566337,0.589175,0.694363,0.609746,0.612808,0.612772,0.638175,0.541043,0.484986,0.624372,0.555228,0.564914,0.582218,0.595424,0.516782,0.598779,0.678115,0.623430,0.612120,0.543736,0.623810,0.672187,0.558042,0.536110,0.683092,0.617486,0.608707,0.676313,0.668941,0.594087,0.615552,0.676275,0.563808,0.565627,0.561970,0.594984,0.584732,0.541670,0.624485,0.729767,0.697030,0.670757,0.635873,0.611022,0.692251,0.665688,0.580142,0.557896,0.602205,0.560235,0.603440,0.599216,0.595210,0.588650,0.617017,0.614122,0.666910,0.609586,0.604124,0.588812,0.573440,0.557387,0.530530,0.630912,0.678851,0.627774,0.558932,0.582297,0.586091,0.596892,0.718908,0.614043,0.589760,0.635626,0.526324,0.533170,0.622053,0.593732,0.635384,0.659417,0.805897,0.680204,0.782532,0.684111,0.641776,0.571404,0.624893,0.656446,0.674559,0.646674,0.653769,0.566358,0.587708,0.590586,0.592169,0.681186,0.718645,0.615972,0.619817,0.621350,0.644012,0.599853,0.529748,0.559411,0.559651,0.542257,0.574036,0.651243,0.717801,0.643822,0.586975,0.615524,0.708850,0.674547,0.639370,0.754314,0.712095,0.555099,0.659139,0.549260,0.662644,0.621597,0.609068,0.579131,0.611915,0.590773,0.577143,0.579546,0.598988,0.593607,0.593432,0.591484,0.627053,0.641142,0.662420,0.604760,0.616040,0.683243,0.618323,0.562429,0.573898,0.672205,0.623424,0.615419,0.610632,0.700263,0.623638,0.583056,0.586268,0.549623,0.532538,0.562100,0.591914,0.539801,0.593715,0.690814,0.603481,0.555876,0.670484,0.688435,0.577841,0.485376,0.503348,0.565225,0.601800,0.596694,0.565417,0.602179,0.599632,0.533683,0.589594,0.665121,0.725968,0.675051,0.728850,0.665751,0.603051,0.574741,0.598970,0.564007,0.618156,0.635099,0.609093,0.577754,0.533718,0.587639,0.589900,0.681852,0.600295,0.578159,0.617292,0.582979,0.582078,0.684854,0.617918,0.626449,0.638866,0.584679,0.610801,0.605314,0.692589,0.736271,0.701085,0.595305,0.582538,0.606601,0.557884,0.529726,0.564479,0.583318,0.516347,0.542067,0.550492,0.523586,0.692626,0.695954,0.615449,0.609775,0.668539,0.778516,0.811371,0.652732,0.618200,0.566939,0.627446,0.704459,0.647393,0.645908,0.634056,0.678548,0.617895,0.695130,0.638616,0.572637,0.537600,0.611833,0.606584,0.596768,0.576545,0.640899,0.594320,0.564953,0.601950,0.554421,0.720556,0.688574,0.711356,0.681115,0.679029,0.633331,0.627537,0.663401,0.550590,0.611516,0.620284,0.537544,0.533981,0.576986,0.574697,0.601591,0.542623,0.536616,0.605684,0.662458,0.659551,0.627265,0.717744,0.653519,0.630479,0.668072,0.637960,0.746661,0.655284,0.637873,0.548982,0.607757,0.584010,0.585729,0.705003,0.658862,0.591336,0.587654,0.588275,0.599466,0.602969,0.579780,0.596450,0.651771,0.692847,0.706276,0.652323,0.597609,0.688775,0.646786,0.591842,0.616519,0.572363,0.528280,0.573811,0.581655,0.617714,0.694006,0.676755,0.672202,0.598960,0.659938,0.609535,0.674205,0.640923,0.679385,0.637819,0.638951,0.595300,0.563521,0.634050,0.616664,0.642559,0.606322,0.602790,0.561842,0.600573,0.607224,0.587818,0.705553,0.656497,0.536960,0.528016,0.544684,0.576099,0.602638,0.601139,0.642903,0.550275,0.534467,0.527602,0.573733,0.578450,0.583841,0.608985,0.605658,0.590951,0.613418,0.673026,0.566249,0.545542,0.565868,0.625731,0.627025,0.574230,0.544906,0.552784,0.576754,0.571798,0.556726,0.574726,0.658547,0.620035,0.591675,0.624280,0.516572,0.582848,0.573240,0.675012,0.627953,0.593022,0.572944,0.566666,0.538457,0.565525,0.632472,0.615884,0.637061,0.620572,0.654937,0.676162,0.628530,0.605674,0.582173,0.600616,0.530020,0.495612,0.557505,0.573784,0.543555,0.541426,0.570241,0.634032,0.600126,0.687755,0.580745,0.607338,0.626604,0.672273,0.593731,0.555085,0.562177,0.557165,0.532141,0.545497,0.574765,0.612172,0.588821,0.624532,0.696123,0.649891,0.607902,0.563185,0.538986,0.627992,0.609994,0.524375,0.605498,0.621328,0.556661,0.545528,0.604466,0.595460,0.575788,0.681662,0.679411,0.649780,0.653101,0.638591,0.646275,0.651084,0.561150,0.539044,0.511457,0.581505,0.605195,0.575725,0.575606,0.585207,0.548896,0.520342,0.510247,0.612012,0.605612,0.570558,0.605633,0.606471,0.536503,0.540731,0.553986,0.616444,0.626732,0.650218,0.703164,0.606282,0.616139,0.645595,0.594199,0.602946,0.539498,0.566483,0.626899,0.622846,0.678467,0.585832,0.568692,0.538556,0.534297,0.534807,0.542966,0.543576
2,1.298906,1.505916,1.472185,1.396673,1.364687,1.366504,1.149055,1.262262,1.309126,1.217135,1.410834,1.515424,1.422621,1.381652,1.258189,1.355621,1.457056,1.475565,1.490149,1.502882,1.379959,1.700169,1.292835,1.309941,1.489745,1.476507,1.402073,1.475064,1.436779,1.232783,1.376621,1.459247,1.598956,1.252420,1.315976,1.297848,1.437979,1.414082,1.576519,1.703854,1.402623,1.527568,1.482252,1.424063,1.465875,1.361310,1.428883,1.606167,1.572802,1.354085,1.339055,1.535620,1.372376,1.463452,1.639467,1.514918,1.592656,1.568831,1.217956,1.338955,1.477318,1.320751,1.491570,1.667008,1.592618,1.619220,1.462775,1.357116,1.415062,1.503369,1.573224,1.374987,1.596883,1.447000,1.492888,1.450360,1.544087,1.473343,1.325463,1.572111,1.504670,1.407995,1.520438,1.610650,1.736097,1.524469,1.446004,1.428371,1.312872,1.412679,1.250904,1.459529,1.540965,1.473204,1.603321,1.361367,1.410294,1.451064,1.444799,1.383231,1.451058,1.624571,1.646065,1.403066,1.485380,1.452548,1.369961,1.325711,1.370778,1.538920,1.514365,1.597820,1.466866,1.246649,1.258345,1.320011,1.447058,1.567381,1.416251,1.427842,1.539203,1.552567,1.439997,1.364526,1.454293,1.456694,1.494288,1.471397,1.396417,1.343806,1.367522,1.380224,1.484552,1.523363,1.591334,1.299492,1.419410,1.476013,1.353640,1.786318,1.828490,1.679172,1.223265,1.468142,1.564993,1.591558,1.465273,1.583523,1.339557,1.425921,1.244427,1.203121,1.218295,1.562550,1.537082,1.612755,1.781026,1.399768,1.428644,1.480547,1.379918,1.632253,1.549366,1.530704,1.438443,1.231967,1.331239,1.423426,1.394201,1.348893,1.511517,1.714394,1.636795,1.608329,1.466581,1.629954,1.880822,1.572710,1.490076,1.477123,1.609792,1.606195,1.384473,1.390058,1.448113,1.336362,1.290614,1.399140,1.410421,1.485086,1.569429,1.689443,1.538196,1.500938,1.443415,1.294425,1.409378,1.481947,1.311923,1.489244,1.516841,1.501197,1.389023,1.335079,1.388581,1.360064,1.297846,1.656294,1.833990,1.769421,1.661176,1.290593,1.373257,1.406356,1.499247,1.594442,1.505650,1.657447,1.392772,1.257751,1.224747,1.291311,1.539155,1.687099,1.537153,1.546149,1.403762,1.274458,1.275375,1.533074,1.613086,1.599369,1.302100,1.246654,1.270196,1.399992,1.669919,1.494103,1.433210,1.446395,1.586894,1.453833,1.615160,1.453615,1.507191,1.714860,1.534834,1.551632,1.389329,1.212297,1.525713,1.674705,1.499146,1.517351,1.511558,1.484620,1.502691,1.514271,1.637436,1.389634,1.481655,1.640072,1.393201,1.285642,1.320750,1.367799,1.419969,1.308423,1.367728,1.296252,1.348628,1.430959,1.449136,1.497404,1.540672,1.722199,1.609518,1.476793,1.377444,1.554406,1.316331,1.535743,1.555301,1.637823,1.497611,1.359341,1.603973,1.576692,1.452262,1.296146,1.468976,1.729365,1.528209,1.504511,1.543267,1.334788,1.534632,1.499278,1.458576,1.315524,1.326109,1.452480,1.505599,1.539579,1.349511,1.246234,1.307263,1.454388,1.558797,1.586997,1.377966,1.501065,1.313344,1.397387,1.672728,1.366705,1.491512,1.443155,1.368543,1.528174,1.526925,1.662118,1.474594,1.515397,1.615002,1.501066,1.422078,1.308691,1.458422,1.561192,1.436267,1.319794,1.371089,1.328492,1.338058,1.686175,1.601710,1.382005,1.484781,1.641896,1.337768,1.384612,1.303398,1.182005,1.269056,1.407381,1.409321,1.443388,1.361425,1.392236,1.501960,1.434812,1.392435,1.454010,1.324370,1.291507,1.443031,1.660847,1.665604,1.565318,1.372344,1.313666,1.299293,1.201517,1.199094,1.225391,1.301744,1.428781,1.496326,1.307287,1.391405,1.435604,1.446194,1.725197,1.479168,1.289129,1.228372,1.146538,1.168853,1.232811,1.348582,1.339555,1.220520,1.346709,1.434933,1.398643,1.417959,1.383193,1.497256,1.440716,1.458400,1.331875,1.415008,1.343261,1.653666,1.497138,1.242185,1.227072,1.352299,1.393733,1.325361,1.299213,1.206671,1.246527,1.368222,1.386115,1.243809,1.491334,1.294501,1.571397,1.268221,1.368575,1.450234,1.328019,1.288109,1.170748,1.214548,1.272468,1.364005,1.506156,1.486185,1.446798,1.437814,1.416126,1.303980,1.463530,1.740760,1.545163,1.369065,1.364123,1.393143,1.417377,1.515218,1.293562,1.323695,1.414425,1.334570,1.258005,1.382249,1.301301,1.474740,1.420094,1.452395,1.577497,1.281930,1.188111,1.510917,1.516620,1.647310,1.511886,1.274698,1.075148,1.165225,1.326138,1.372056,1.574640,1.731182,1.461885,1.196273,1.300196,1.416938,1.352120,1.535794,1.702289,1.520583,1.433040,1.312493,1.334155,1.384358,1.438871,1.542237,1.381057,1.363587,1.306520,1.373079,1.431325,1.259804,1.363229,1.406473,1.315352,1.241511,1.425907,1.394521,1.550261,1.485186,1.311337,1.280668,1.592826,1.303397,1.294463,1.317376,1.457080,1.407944,1.293912,1.569774,1.570666,1.427861,1.314148,1.443378,1.566830,1.397923,1.395447,1.454413,1.491855,1.333785,1.428919,1.344351,1.312818,1.537427,1.373289,1.299577,1.422912,1.385430,1.315822,1.271219,1.380019,1.461912,1.495847,1.409475,1.350341,1.363708,1.527570,1.290963,1.390225,1.591992,1.515948,1.341781,1.280998,1.245073,1.423870,1.369012,1.281059,1.309894,1.472875,1.365691,1.346169,1.650753,1.611516,1.491462,1.532647,1.339838,1.454556,1.499988,1.286157,1.151679,1.509960,1.760659,1.288149,1.320755,1.429928,1.185922,1.235392,1.356111,1.395296,1.419352,1.302838,1.318935,1.364191,1.482230,1.592747,1.394040,1.428678,1.461635,1.671779,1.365699,1.381352,1.392113,1.357146,1.406585,1.250977,1.093272,1.428520,1.450148,1.237714,1.431435,1.509209,1.530703,1.514501,1.487971,1.381451,1.405736,1.464619,1.439695,1.564635,1.626050,1.354437,1.292503,1.314968,1.384886,1.354632,1.327004,1.297828,1.279730,1.343846,1.587235,1.351315,1.433906,1.315310,1.394572,1.469189
3,0.060428,0.066044,0.052263,0.050875,0.050326,0.043901,0.042998,0.046655,0.048647,0.053581,0.047502,0.051989,0.049695,0.062752,0.077762,0.089820,0.074168,0.056944,0.053119,0.051603,0.051464,0.051628,0.046784,0.046840,0.045125,0.048294,0.049491,0.047114,0.051400,0.053239,0.056635,0.056930,0.048779,0.049080,0.044675,0.080689,0.043509,0.061473,0.046377,0.045860,0.044650,0.044911,0.044300,0.041597,0.040298,0.045836,0.045513,0.046270,0.046108,0.045201,0.041411,0.043647,0.045626,0.046003,0.049018,0.048725,0.054255,0.051785,0.047139,0.046523,0.047909,0.048626,0.062404,0.072033,0.043122,0.059151,0.046229,0.045167,0.045418,0.043860,0.040399,0.044480,0.043399,0.037880,0.041779,0.035428,0.028513,0.027629,0.028062,0.031287,0.029347,0.031738,0.034002,0.040072,0.040204,0.036011,0.033659,0.035017,0.036247,0.037149,0.050722,0.062898,0.063404,0.050037,0.046802,0.046067,0.055436,0.052832,0.056609,0.046932,0.056266,0.054110,0.046963,0.041641,0.040141,0.039106,0.042563,0.041807,0.040939,0.041052,0.035016,0.034001,0.032127,0.033730,0.034098,0.033859,0.036851,0.035567,0.030345,0.027441,0.028769,0.029441,0.030229,0.028561,0.030066,0.029444,0.031782,0.034147,0.029767,0.027302,0.028006,0.022771,0.021683,0.025010,0.027766,0.030999,0.027246,0.029269,0.031544,0.029013,0.025996,0.022996,0.024877,0.025625,0.026588,0.024056,0.020611,0.023448,0.022714,0.025817,0.024777,0.023261,0.021928,0.022531,0.024111,0.023057,0.022699,0.022297,0.022316,0.022153,0.021649,0.020630,0.020254,0.019579,0.021664,0.024603,0.025159,0.024799,0.022875,0.021866,0.021670,0.022937,0.019870,0.023722,0.020326,0.025744,0.023621,0.022688,0.022545,0.021931,0.023577,0.021755,0.024778,0.022036,0.021675,0.022300,0.027366,0.026618,0.026761,0.023319,0.020575,0.021262,0.020445,0.021759,0.025317,0.023446,0.023858,0.020249,0.021802,0.024145,0.026628,0.028430,0.028058,0.026360,0.029952,0.026699,0.025497,0.022087,0.017961,0.020807,0.023699,0.024583,0.025974,0.027889,0.026699,0.024648,0.023560,0.023296,0.026989,0.030471,0.029339,0.028426,0.029175,0.030635,0.029873,0.027939,0.024740,0.028277,0.032828,0.025706,0.026653,0.022111,0.026268,0.025524,0.024169,0.022490,0.022967,0.023853,0.024109,0.024594,0.025444,0.025981,0.028844,0.027652,0.025244,0.023290,0.023969,0.023137,0.022765,0.023812,0.023876,0.024789,0.023699,0.021912,0.026529,0.030488,0.028279,0.023396,0.018794,0.019428,0.022941,0.022166,0.020985,0.020529,0.018986,0.019956,0.021341,0.020782,0.021021,0.020827,0.020612,0.020049,0.019525,0.019312,0.018121,0.015571,0.017364,0.020451,0.020045,0.021539,0.021397,0.022005,0.021402,0.020779,0.021245,0.018892,0.018202,0.019255,0.019349,0.018664,0.020112,0.019689,0.021337,0.022448,0.022138,0.018654,0.022146,0.021786,0.020221,0.018353,0.016660,0.016238,0.017368,0.018564,0.018665,0.020318,0.020907,0.018666,0.018324,0.018386,0.022174,0.025734,0.023669,0.023493,0.022887,0.023250,0.026002,0.026493,0.023820,0.020802,0.018835,0.019904,0.021912,0.021288,0.021932,0.022488,0.023872,0.024883,0.023346,0.022041,0.020853,0.019853,0.019258,0.018860,0.020332,0.020254,0.019575,0.019778,0.018793,0.018100,0.020125,0.019632,0.018142,0.019076,0.019298,0.019888,0.021210,0.021464,0.020778,0.020337,0.019951,0.019446,0.018809,0.020541,0.020592,0.019403,0.018184,0.017679,0.019960,0.020767,0.020147,0.020254,0.021036,0.020249,0.020689,0.022867,0.022285,0.020137,0.021899,0.022464,0.019037,0.017696,0.018634,0.020514,0.020996,0.020116,0.019482,0.020068,0.020690,0.021010,0.019961,0.019261,0.019049,0.018579,0.018298,0.020016,0.020050,0.019264,0.017910,0.018141,0.018809,0.019515,0.024125,0.024372,0.020938,0.019068,0.018726,0.017958,0.019489,0.018761,0.017193,0.017212,0.017585,0.018235,0.018453,0.017774,0.019337,0.020216,0.019089,0.018385,0.017947,0.017943,0.018038,0.018293,0.018968,0.019426,0.019042,0.017985,0.017731,0.017741,0.018137,0.018598,0.018976,0.019527,0.022918,0.020706,0.019634,0.019407,0.019788,0.019041,0.019298,0.019115,0.018607,0.018588,0.018972,0.020085,0.020064,0.019489,0.019418,0.020417,0.019402,0.019883,0.019600,0.018474,0.019058,0.018482,0.017594,0.017681,0.017341,0.017505,0.017679,0.018227,0.018743,0.018472,0.017633,0.017958,0.017898,0.019581,0.019552,0.018761,0.018794,0.019431,0.019152,0.018867,0.019083,0.018692,0.018155,0.018139,0.018467,0.020183,0.019690,0.020272,0.020328,0.019465,0.017791,0.017270,0.017695,0.018004,0.017673,0.019211,0.020120,0.019233,0.019548,0.019879,0.019666,0.019353,0.019766,0.021981,0.024004,0.023412,0.021366,0.021270,0.021505,0.021560,0.018597,0.018969,0.021727,0.025363,0.025597,0.023541,0.023299,0.021892,0.022592,0.022534,0.021871,0.021936,0.021325,0.020887,0.020271,0.020869,0.020001,0.019621,0.020860,0.022040,0.022348,0.025255,0.024757,0.019932,0.020330,0.020565,0.021384,0.021979,0.022712,0.022581,0.022237,0.021974,0.019898,0.019552,0.020253,0.020911,0.020780,0.021429,0.021073,0.021918,0.022074,0.022736,0.025028,0.025351,0.024139,0.022975,0.022833,0.022003,0.020491,0.021123,0.020868,0.023378,0.025478,0.024295,0.021231,0.021399,0.021617,0.021291,0.020158,0.021611,0.018660,0.020270,0.024323,0.028420,0.024075,0.023259,0.028456,0.024881,0.021886,0.019431,0.021221,0.021709,0.021772,0.022890,0.022524,0.021581,0.020878,0.020424,0.021024,0.020787,0.021600,0.019325,0.020248,0.021399,0.020374,0.018793,0.019858,0.019846,0.019779,0.020412,0.020510,0.020750,0.021194,0.020454,0.020165,0.022295,0.023011,0.023753,0.021687,0.020463,0.021749,0.020014,0.021372,0.021473,0.021742,0.022730
