MOUVEMENT,Vacc1,Vacc2,Vacc3,Vacc4,Vacc5,Vacc6,Vacc7,Vacc8,Vacc9,Vacc10,Vacc11,Vacc12,Vacc13,Vacc14,Vacc15,Vacc16,Vacc17,Vacc18,Vacc19,Vacc20,Vacc21,Vacc22,Vacc23,Vacc24,Vacc25,Vacc26,Vacc27,Vacc28,Vacc29,Vacc30,Vacc31,Vacc32,Vacc33,Vacc34,Vacc35,Vacc36,Vacc37,Vacc38,Vacc39,Vacc40,Vacc41,Vacc42,Vacc43,Vacc44,Vacc45,Vacc46,Vacc47,Vacc48,Vacc49,Vacc50,Vacc51,Vacc52,Vacc53,Vacc54,Vacc55,Vacc56,Vacc57,Vacc58,Vacc59,Vacc60,Vacc61,Vacc62,Vacc63,Vacc64,Vacc65,Vacc66,Vacc67,Vacc68,Vacc69,Vacc70,Vacc71,Vacc72,Vacc73,Vacc74,Vacc75,Vacc76,Vacc77,Vacc78,Vacc79,Vacc80,Vacc81,Vacc82,Vacc83,Vacc84,Vacc85,Vacc86,Vacc87,Vacc88,Vacc89,Vacc90,Vacc91,Vacc92,Vacc93,Vacc94,Vacc95,Vacc96,Vacc97,Vacc98,Vacc99,Vacc100,Vacc101,Vacc102,Vacc103,Vacc104,Vacc105,Vacc106,Vacc107,Vacc108,Vacc109,Vacc110,Vacc111,Vacc112,Vacc113,Vacc114,Vacc115,Vacc116,Vacc117,Vacc118,Vacc119,Vacc120,Vacc121,Vacc122,Vacc123,Vacc124,Vacc125,Vacc126,Vacc127,Vacc128,Vacc129,Vacc130,Vacc131,Vacc132,Vacc133,Vacc134,Vacc135,Vacc136,Vacc137,Vacc138,Vacc139,Vacc140,Vacc141,Vacc142,Vacc143,Vacc144,Vacc145,Vacc146,Vacc147,Vacc148,Vacc149,Vacc150,Vacc151,Vacc152,Vacc153,Vacc154,Vacc155,Vacc156,Vacc157,Vacc158,Vacc159,Vacc160,Vacc161,Vacc162,Vacc163,Vacc164,Vacc165,Vacc166,Vacc167,Vacc168,Vacc169,Vacc170,Vacc171,Vacc172,Vacc173,Vacc174,Vacc175,Vacc176,Vacc177,Vacc178,Vacc179,Vacc180,Vacc181,Vacc182,Vacc183,Vacc184,Vacc185,Vacc186,Vacc187,Vacc188,Vacc189,Vacc190,Vacc191,Vacc192,Vacc193,Vacc194,Vacc195,Vacc196,Vacc197,Vacc198,Vacc199,Vacc200,Vacc201,Vacc202,Vacc203,Vacc204,Vacc205,Vacc206,Vacc207,Vacc208,Vacc209,Vacc210,Vacc211,Vacc212,Vacc213,Vacc214,Vacc215,Vacc216,Vacc217,Vacc218,Vacc219,Vacc220,Vacc221,Vacc222,Vacc223,Vacc224,Vacc225,Vacc226,Vacc227,Vacc228,Vacc229,Vacc230,Vacc231,Vacc232,Vacc233,Vacc234,Vacc235,Vacc236,Vacc237,Vacc238,Vacc239,Vacc240,Vacc241,Vacc242,Vacc243,Vacc244,Vacc245,Vacc246,Vacc247,Vacc248,Vacc249,Vacc250,Vacc251,Vacc252,Vacc253,Vacc254,Vacc255,Vacc256,Vacc257,Vacc258,Vacc259,Vacc260,Vacc261,Vacc262,Vacc263,Vacc264,Vacc265,Vacc266,Vacc267,Vacc268,Vacc269,Vacc270,Vacc271,Vacc272,Vacc273,Vacc274,Vacc275,Vacc276,Vacc277,Vacc278,Vacc279,Vacc280,Vacc281,Vacc282,Vacc283,Vacc284,Vacc285,Vacc286,Vacc287,Vacc288,Vacc289,Vacc290,Vacc291,Vacc292,Vacc293,Vacc294,Vacc295,Vacc296,Vacc297,Vacc298,Vacc299,Vacc300,Vacc301,Vacc302,Vacc303,Vacc304,Vacc305,Vacc306,Vacc307,Vacc308,Vacc309,Vacc310,Vacc311,Vacc312,Vacc313,Vacc314,Vacc315,Vacc316,Vacc317,Vacc318,Vacc319,Vacc320,Vacc321,Vacc322,Vacc323,Vacc324,Vacc325,Vacc326,Vacc327,Vacc328,Vacc329,Vacc330,Vacc331,Vacc332,Vacc333,Vacc334,Vacc335,Vacc336,Vacc337,Vacc338,Vacc339,Vacc340,Vacc341,Vacc342,Vacc343,Vacc344,Vacc345,Vacc346,Vacc347,Vacc348,Vacc349,Vacc350,Vacc351,Vacc352,Vacc353,Vacc354,Vacc355,Vacc356,Vacc357,Vacc358,Vacc359,Vacc360,Vacc361,Vacc362,Vacc363,Vacc364,Vacc365,Vacc366,Vacc367,Vacc368,Vacc369,Vacc370,Vacc371,Vacc372,Vacc373,Vacc374,Vacc375,Vacc376,Vacc377,Vacc378,Vacc379,Vacc380,Vacc381,Vacc382,Vacc383,Vacc384,Vacc385,Vacc386,Vacc387,Vacc388,Vacc389,Vacc390,Vacc391,Vacc392,Vacc393,Vacc394,Vacc395,Vacc396,Vacc397,Vacc398,Vacc399,Vacc400,Vacc401,Vacc402,Vacc403,Vacc404,Vacc405,Vacc406,Vacc407,Vacc408,Vacc409,Vacc410,Vacc411,Vacc412,Vacc413,Vacc414,Vacc415,Vacc416,Vacc417,Vacc418,Vacc419,Vacc420,Vacc421,Vacc422,Vacc423,Vacc424,Vacc425,Vacc426,Vacc427,Vacc428,Vacc429,Vacc430,Vacc431,Vacc432,Vacc433,Vacc434,Vacc435,Vacc436,Vacc437,Vacc438,Vacc439,Vacc440,Vacc441,Vacc442,Vacc443,Vacc444,Vacc445,Vacc446,Vacc447,Vacc448,Vacc449,Vacc450,Vacc451,Vacc452,Vacc453,Vacc454,Vacc455,Vacc456,Vacc457,Vacc458,Vacc459,Vacc460,Vacc461,Vacc462,Vacc463,Vacc464,Vacc465,Vacc466,Vacc467,Vacc468,Vacc469,Vacc470,Vacc471,Vacc472,Vacc473,Vacc474,Vacc475,Vacc476,Vacc477,Vacc478,Vacc479,Vacc480,Vacc481,Vacc482,Vacc483,Vacc484,Vacc485,Vacc486,Vacc487,Vacc488,Vacc489,Vacc490,Vacc491,Vacc492,Vacc493,Vacc494,Vacc495,Vacc496,Vacc497,Vacc498,Vacc499,Vacc500,Vacc501,Vacc502,Vacc503,Vacc504,Vacc505,Vacc506,Vacc507,Vacc508,Vacc509,Vacc510,Vacc511,Vacc512,Vacc513,Vacc514,Vacc515,Vacc516,Vacc517,Vacc518,Vacc519,Vacc520,Vacc521,Vacc522,Vacc523,Vacc524,Vacc525,Vacc526,Vacc527,Vacc528,Vacc529,Vacc530,Vacc531,Vacc532,Vacc533,Vacc534,Vacc535,Vacc536,Vacc537,Vacc538,Vacc539,Vacc540,Vacc541,Vacc542,Vacc543,Vacc544,Vacc545,Vacc546,Vacc547,Vacc548,Vacc549,Vacc550,Vacc551,Vacc552,Vacc553,Vacc554,Vacc555,Vacc556,Vacc557,Vacc558,Vacc559,Vacc560,Vacc561,Vacc562,Vacc563,Vacc564,Vacc565,Vacc566,Vacc567,Vacc568,Vacc569,Vacc570,Vacc571,Vacc572,Vacc573,Vacc574,Vacc575,Vacc576,Vacc577,Vacc578,Vacc579,Vacc580,Vacc581,Vacc582,Vacc583,Vacc584,Vacc585,Vacc586,Vacc587,Vacc588,Vacc589,Vacc590,Vacc591,Vacc592,Vacc593,Vacc594,Vacc595,Vacc596,Vacc597,Vacc598,Vacc599,Vacc600
1,0.620012,0.711130,0.551164,0.523520,0.645845,0.588516,0.634387,0.570684,0.575671,0.639080,0.618366,0.742785,0.697773,0.720622,0.652797,0.721230,0.638617,0.563504,0.616268,0.783605,0.707916,0.654393,0.633611,0.617563,0.661386,0.627682,0.611664,0.611612,0.655395,0.611598,0.517956,0.707523,0.674571,0.566024,0.607364,0.575475,0.593151,0.551307,0.678402,0.647022,0.605134,0.542091,0.561562,0.581786,0.473824,0.467886,0.611841,0.637648,0.621434,0.629374,0.694527,0.653989,0.547347,0.520316,0.569351,0.577916,0.657581,0.655140,0.622524,0.731575,0.611092,0.638568,0.712496,0.626907,0.630676,0.599638,0.583677,0.536231,0.615039,0.684327,0.705118,0.640842,0.601209,0.560513,0.637291,0.644355,0.755356,0.692229,0.620617,0.616435,0.731989,0.680281,0.617793,0.566565,0.654905,0.550105,0.715374,0.646484,0.696563,0.718358,0.614763,0.606464,0.624694,0.644015,0.569310,0.550357,0.531950,0.589112,0.509766,0.493987,0.503654,0.578209,0.704896,0.610087,0.582344,0.624738,0.564311,0.584064,0.621484,0.740491,0.724390,0.692470,0.688484,0.609790,0.674363,0.671715,0.791610,0.783247,0.480180,0.534226,0.620382,0.617742,0.573074,0.607129,0.636977,0.608304,0.641154,0.731441,0.686394,0.662752,0.569910,0.574097,0.476957,0.574735,0.633925,0.606161,0.550553,0.574970,0.596155,0.571499,0.626216,0.633116,0.542392,0.517650,0.648658,0.585350,0.573927,0.568952,0.698087,0.532848,0.548508,0.662084,0.681866,0.657645,0.604532,0.626317,0.710205,0.622588,0.622766,0.806048,0.580847,0.525299,0.567319,0.529115,0.538880,0.676628,0.935395,0.557405,0.591491,0.603526,0.597302,0.566443,0.561320,0.590370,0.735662,0.733505,0.593836,0.540722,0.580852,0.584778,0.565784,0.524862,0.556319,0.696980,0.617503,0.650006,0.606963,0.568500,0.592174,0.666268,0.637986,0.498108,0.472492,0.631735,0.644213,0.611033,0.629171,0.484639,0.521700,0.664344,0.594460,0.539816,0.557077,0.496983,0.624675,0.644790,0.629757,0.644628,0.708210,0.685053,0.601336,0.630874,0.598004,0.602706,0.629724,0.771052,0.592756,0.599597,0.514559,0.499618,0.421324,0.450323,0.490137,0.596871,0.646160,0.594823,0.544734,0.482880,0.494534,0.509839,0.638563,0.817500,0.643319,0.665004,0.590134,0.551742,0.542817,0.532252,0.572310,0.628513,0.600549,0.639864,0.698059,0.816375,0.714389,0.594999,0.606135,0.680471,0.665207,0.553742,0.702029,0.765011,0.584143,0.701340,0.536452,0.617919,0.757696,0.636497,0.570778,0.521717,0.608677,0.606750,0.561654,0.584845,0.625060,0.613427,0.573952,0.628174,0.753590,0.721462,0.647783,0.728556,0.730692,0.704848,0.648568,0.654522,0.776392,0.682011,0.704767,0.677445,0.664729,0.634117,0.602301,0.573329,0.542302,0.554287,0.610066,0.642382,0.574190,0.605184,0.753793,0.659422,0.619763,0.865016,0.884920,0.665798,0.510881,0.513776,0.619245,0.646268,0.696592,0.638376,0.696278,0.652767,0.571939,0.645767,0.633923,0.606710,0.667095,0.667469,0.624067,0.595675,0.600778,0.620759,0.608598,0.639113,0.663489,0.626667,0.638000,0.583983,0.676913,0.539997,0.717395,0.651797,0.612959,0.635804,0.550880,0.604685,0.657781,0.581832,0.613174,0.672836,0.588141,0.672383,0.677657,0.685597,0.687292,0.648732,0.599480,0.641122,0.708617,0.672058,0.628330,0.554068,0.658647,0.594544,0.662998,0.597145,0.500091,0.788573,0.686746,0.618447,0.629869,0.676542,0.746842,0.702701,0.658633,0.651463,0.605347,0.567544,0.649064,0.731923,0.631940,0.690787,0.836605,0.701426,0.833737,0.753725,0.606113,0.567102,0.654371,0.616479,0.646204,0.666196,0.709653,0.639837,0.674589,0.704764,0.598547,0.694603,0.605397,0.577988,0.575621,0.607954,0.587361,0.634367,0.701151,0.555327,0.581831,0.661902,0.593002,0.591759,0.677762,0.608249,0.652676,0.631225,0.607895,0.637008,0.721906,0.721429,0.596166,0.607871,0.581230,0.566163,0.599297,0.582996,0.633289,0.661275,0.669173,0.554501,0.601540,0.590446,0.621395,0.654233,0.676809,0.582838,0.582745,0.604387,0.622917,0.555567,0.500596,0.504185,0.580109,0.596186,0.607274,0.543113,0.530016,0.761599,0.567273,0.583085,0.588949,0.521164,0.480685,0.560626,0.630378,0.630201,0.617190,0.703143,0.733423,0.635303,0.609348,0.582280,0.615198,0.606905,0.566429,0.642358,0.671728,0.677292,0.607198,0.598242,0.568794,0.628745,0.606369,0.547551,0.562482,0.557457,0.576115,0.600329,0.694097,0.636821,0.517046,0.490063,0.513593,0.511922,0.573842,0.562981,0.692432,0.529833,0.581484,0.589177,0.623039,0.596314,0.572244,0.725689,0.644799,0.548194,0.631211,0.600305,0.500917,0.460000,0.592454,0.680175,0.610283,0.558461,0.540928,0.538948,0.575658,0.567358,0.544880,0.579453,0.650724,0.601562,0.643179,0.709562,0.491879,0.689280,0.649821,0.587624,0.692189,0.611603,0.534524,0.585310,0.474773,0.565143,0.550997,0.624845,0.661135,0.685047,0.650813,0.668592,0.684599,0.691015,0.661098,0.709823,0.603404,0.463956,0.571930,0.617534,0.558666,0.513928,0.554674,0.574195,0.541836,0.652100,0.541241,0.536940,0.534462,0.616496,0.540788,0.584966,0.495468,0.453768,0.531064,0.578636,0.576914,0.666432,0.618002,0.675294,0.695611,0.536267,0.588015,0.577058,0.603712,0.790016,0.598176,0.553876,0.688878,0.728161,0.606854,0.541008,0.563459,0.564390,0.577205,0.675771,0.712198,0.668052,0.609520,0.643514,0.743601,0.660265,0.563669,0.602037,0.526420,0.528088,0.509404,0.569464,0.571369,0.601614,0.618893,0.537676,0.441877,0.565953,0.601035,0.520659,0.573517,0.622621,0.618608,0.571981,0.525205,0.676646,0.619134,0.659893,0.602472,0.536621,0.610848,0.599253,0.673579,0.580588,0.619407,0.532937,0.624218,0.662564,0.670107,0.572419,0.591054,0.531235,0.491504,0.593768,0.546631,0.487115
2,1.571465,1.722760,1.600438,1.444859,1.396659,1.587741,1.177343,1.239680,1.227503,1.436051,1.595468,1.487705,1.299824,1.353718,1.202666,1.498302,1.686461,1.707182,1.879479,1.752080,1.445667,2.182450,1.562230,1.537492,1.936718,1.842878,1.595621,1.405548,1.436809,1.246469,1.539445,1.757547,1.341344,1.110643,1.394508,1.272207,1.452789,1.420558,1.874445,2.037360,1.475385,1.746679,1.584211,1.511536,1.408201,1.451273,1.553889,1.747929,1.641387,1.341426,1.366850,1.458637,1.126461,1.270466,2.179771,1.941098,1.820918,1.881598,1.388817,1.823891,1.970186,1.592807,1.439669,1.596986,1.744964,1.800678,1.473415,1.364822,1.337388,1.423190,1.756560,1.428748,1.442153,1.454823,1.511568,1.458067,1.765501,1.643409,1.485915,2.006678,1.745603,1.482746,1.399716,1.833516,2.176929,1.736165,1.502064,1.385560,1.239814,1.398228,1.165351,1.575714,1.906618,1.782537,2.154309,1.728989,1.658514,1.747634,1.681227,1.598468,1.633201,1.531650,1.555333,1.506810,1.466906,1.536478,1.405516,1.584580,1.282848,1.538565,1.601528,1.931051,1.537527,1.312341,1.343409,1.433773,1.551332,1.867660,1.732797,1.911995,1.653458,1.690144,1.421363,1.304400,1.439491,1.483396,1.521687,1.754270,1.473500,1.164338,1.498277,1.409528,1.699408,1.944106,2.056812,1.514230,1.608422,1.546642,1.442230,1.688015,1.858456,1.969092,1.256129,1.589902,1.532689,1.463125,1.340592,1.723222,1.633685,1.735209,1.385561,1.310382,1.398006,1.641399,1.775912,1.738450,1.632963,1.413169,1.532238,1.536021,1.492360,1.957948,1.726180,1.735333,1.378104,1.189755,1.530093,1.599032,1.383516,1.500673,1.858894,2.151836,1.882571,1.627934,1.351483,1.724352,1.977299,1.472526,1.692513,1.423271,1.741428,1.830262,1.564390,1.479433,1.387905,1.653500,1.757927,1.434576,1.410103,1.421387,1.516715,1.870537,1.730655,1.618075,1.624076,1.304755,1.617157,1.871424,1.468611,1.509203,1.472443,1.960749,1.607754,1.534816,1.594866,1.418821,1.364094,1.804622,2.300540,1.963872,1.749451,1.106899,1.455373,1.740443,1.692121,1.689501,1.479454,1.468011,1.383611,1.325980,1.272829,1.560775,1.702587,1.862245,1.688832,1.333117,1.376282,1.240036,1.218958,1.772239,1.988034,1.802685,1.498987,1.261387,1.182930,1.670314,1.977865,1.533106,1.349513,1.354994,1.775656,1.248834,1.376085,1.450894,1.777336,2.306372,1.886994,1.943778,1.681290,1.302095,1.455831,1.849544,1.701594,1.598866,1.567514,1.492885,1.345379,1.410691,1.646985,1.410823,1.672882,1.644963,1.407942,1.347621,1.441307,1.554593,1.600460,1.468359,1.708588,1.409115,1.530115,1.591295,1.413006,1.416993,1.429899,1.543449,1.693524,1.604351,1.644790,1.720251,1.592117,2.101343,1.790914,1.908468,1.830840,1.336348,1.621673,1.579835,1.544515,1.288954,1.383282,1.399306,1.450581,1.410693,1.673869,1.418835,1.907339,1.639777,1.643359,1.432749,1.581493,1.687709,1.511661,1.352160,1.537291,1.313922,1.418549,1.568000,1.489387,1.656623,1.363712,1.498668,1.407705,1.590291,1.919508,1.422740,1.511708,1.622905,1.493667,1.424876,1.810311,1.861347,1.420340,1.302798,1.627492,1.786204,1.531372,1.419842,1.673281,1.595935,1.391072,1.274551,1.357161,1.340417,1.448529,2.139770,1.798103,1.483658,1.587539,1.847176,1.243947,1.201607,1.243558,1.088876,1.280583,1.530916,1.673883,1.771652,1.332385,1.211201,1.707472,1.091763,1.390594,1.493029,1.415594,1.324355,1.806345,2.009872,1.457785,1.424704,1.246808,1.608870,1.487237,1.193669,1.203503,1.268400,1.231384,1.472858,1.443379,1.214283,1.242301,1.256300,1.646596,1.844850,1.635165,1.299277,1.299007,1.162202,1.207431,1.184983,1.378568,1.611569,1.373918,1.463064,1.567104,1.403856,1.261407,1.280290,1.454374,1.524937,1.818383,1.416728,1.343986,1.289814,1.528161,1.545284,1.259235,1.172482,1.507342,1.394304,1.235361,1.431799,1.190681,1.219148,1.121393,1.268235,1.322025,1.643621,1.198032,1.106461,1.179964,1.507592,1.563211,1.280957,1.385745,1.033392,1.016612,1.201194,1.527072,1.430803,1.677404,1.566681,1.417621,1.352145,1.192109,1.245583,1.597554,1.541050,1.268324,1.385591,1.525220,1.360865,1.513894,1.326822,1.402241,1.787428,1.596869,1.201119,1.493070,1.186807,1.336739,1.519439,1.512095,1.613891,1.133628,1.020565,1.267484,1.479433,1.662648,1.774871,1.286327,1.097262,1.228440,1.266855,1.491992,1.925194,1.804775,1.485794,1.174184,1.173950,1.299535,1.442667,1.613096,1.579920,1.617432,1.446758,1.098198,1.284746,1.383539,1.695926,1.962703,1.463812,1.299626,1.237009,1.339613,1.757026,1.448348,1.230275,1.118596,1.134328,1.275580,1.456887,1.487619,1.668755,1.403096,1.188400,1.187323,1.656289,1.434975,1.576512,1.346092,1.419436,1.444256,1.415802,1.740347,1.840688,1.413359,1.533488,1.769485,1.782549,1.398422,1.436793,1.505372,1.758852,1.402462,1.408176,1.398467,1.370332,1.831964,1.584870,1.375192,1.505600,1.431949,1.211767,1.139242,1.430722,1.771724,1.961375,1.650935,1.398917,1.361189,1.377134,1.347431,1.519990,1.712193,1.515788,1.187369,1.386542,1.306635,1.388545,1.459437,1.410309,1.456190,1.545820,1.275821,1.497494,2.094754,1.792512,1.559437,1.383192,1.352335,1.382455,1.308432,1.285926,1.383557,1.605236,1.941082,1.431301,1.403528,1.565756,1.272912,1.308781,1.532411,1.501461,1.672767,1.593126,1.448550,1.243064,1.365486,1.566645,1.465678,1.630647,1.465946,1.575714,1.501356,1.590132,1.520030,1.551893,1.608665,1.347178,1.149805,1.595300,1.789807,1.508367,1.440513,1.472458,1.566730,1.516591,1.580281,1.156133,1.333742,1.751327,1.855820,1.877791,1.612005,1.538992,1.470867,1.412286,1.543337,1.453934,1.488531,1.402053,1.406569,1.520037,1.530841,1.451739,1.536922,1.336085,1.431256,1.709767
3,0.055503,0.051938,0.044099,0.045244,0.044875,0.040324,0.042517,0.043855,0.044692,0.054323,0.050046,0.050759,0.049005,0.057638,0.064477,0.073950,0.065899,0.051560,0.049782,0.057756,0.057284,0.055806,0.051975,0.053794,0.053758,0.063801,0.064270,0.053521,0.058827,0.056777,0.056726,0.046582,0.043899,0.042936,0.042903,0.130461,0.053685,0.090293,0.051943,0.054261,0.054044,0.057107,0.054731,0.049662,0.044841,0.044280,0.040232,0.040543,0.045200,0.039874,0.029722,0.034377,0.041997,0.049751,0.046591,0.043231,0.043049,0.039364,0.034302,0.037318,0.042847,0.046818,0.042360,0.034856,0.030507,0.030039,0.031638,0.047441,0.049081,0.052350,0.048512,0.048918,0.043531,0.032476,0.039056,0.027837,0.027416,0.028018,0.024218,0.026589,0.026093,0.024906,0.027598,0.034031,0.038313,0.033404,0.031721,0.029901,0.031065,0.028117,0.035646,0.037225,0.035335,0.032274,0.035191,0.032850,0.048604,0.044600,0.050503,0.047742,0.044338,0.036437,0.036640,0.036360,0.033887,0.034668,0.039205,0.036511,0.028406,0.033332,0.029238,0.024450,0.025073,0.027942,0.028440,0.029911,0.026785,0.025715,0.022512,0.022780,0.022885,0.021659,0.021664,0.021937,0.023873,0.023462,0.021473,0.023619,0.024557,0.021728,0.019056,0.021346,0.017056,0.017461,0.021132,0.022424,0.019518,0.016328,0.019070,0.017336,0.021373,0.015696,0.020158,0.020620,0.021138,0.020562,0.018618,0.019571,0.019068,0.022281,0.027789,0.021894,0.021859,0.022628,0.025396,0.022990,0.019065,0.016795,0.017723,0.016849,0.017891,0.016861,0.017536,0.017029,0.016697,0.018356,0.018308,0.018353,0.016002,0.013231,0.013513,0.016416,0.016581,0.019026,0.017035,0.018235,0.017688,0.017736,0.018967,0.017681,0.021693,0.024406,0.026237,0.022625,0.023205,0.023851,0.024468,0.024996,0.024285,0.023304,0.021007,0.019724,0.017151,0.020899,0.019428,0.016472,0.017969,0.016875,0.017969,0.021461,0.023657,0.026952,0.029634,0.030207,0.035791,0.028174,0.028417,0.022819,0.016189,0.018199,0.023771,0.028311,0.031091,0.032394,0.029855,0.026222,0.022936,0.022277,0.022432,0.025598,0.029213,0.028706,0.030230,0.028532,0.028136,0.025669,0.023164,0.022946,0.025983,0.025410,0.023773,0.021781,0.021662,0.023446,0.020534,0.023360,0.024139,0.023955,0.023121,0.020286,0.019850,0.019998,0.019472,0.016897,0.017962,0.017498,0.017904,0.017069,0.015504,0.016526,0.016651,0.018294,0.018090,0.016549,0.016925,0.016539,0.016612,0.015177,0.014891,0.014807,0.013711,0.012866,0.014242,0.015638,0.016341,0.016175,0.015544,0.014746,0.014935,0.015409,0.014791,0.013926,0.014365,0.015420,0.014309,0.014209,0.014885,0.015658,0.015257,0.015933,0.016694,0.016462,0.014945,0.015894,0.015677,0.013391,0.014276,0.015634,0.015944,0.015582,0.015822,0.015350,0.016285,0.016440,0.018159,0.016115,0.017648,0.016847,0.016680,0.016411,0.015665,0.015108,0.015222,0.015834,0.014732,0.013624,0.015000,0.014221,0.015863,0.016196,0.017591,0.018151,0.018792,0.019759,0.016883,0.015179,0.014402,0.014264,0.014224,0.013939,0.015372,0.016201,0.015498,0.015314,0.015856,0.016874,0.016787,0.016798,0.016883,0.016923,0.015734,0.015861,0.015962,0.016480,0.017732,0.017017,0.015993,0.017126,0.016907,0.015590,0.018487,0.018810,0.016921,0.015739,0.015103,0.015752,0.015436,0.016442,0.016912,0.017765,0.018251,0.016982,0.015352,0.017623,0.016715,0.016464,0.015207,0.015273,0.014887,0.015593,0.016300,0.017755,0.017905,0.017647,0.017186,0.016666,0.016917,0.015594,0.014950,0.014775,0.015069,0.015685,0.017092,0.018179,0.017487,0.017171,0.016700,0.017665,0.018814,0.019026,0.017927,0.018040,0.017310,0.016979,0.015894,0.018705,0.018274,0.017757,0.014450,0.014316,0.015509,0.017624,0.017506,0.017208,0.016120,0.016597,0.017995,0.017786,0.017426,0.015802,0.015644,0.015646,0.016627,0.017336,0.016587,0.015446,0.017326,0.018367,0.016825,0.016086,0.015269,0.016963,0.016227,0.015922,0.016164,0.017586,0.017954,0.016565,0.016645,0.017108,0.017629,0.016884,0.016796,0.016137,0.017436,0.016771,0.016669,0.016474,0.016298,0.015523,0.016872,0.017650,0.017255,0.016537,0.016540,0.017200,0.016970,0.017468,0.017867,0.018530,0.017298,0.017423,0.017550,0.016638,0.016565,0.016466,0.015998,0.016504,0.015861,0.014898,0.015816,0.017675,0.018557,0.017614,0.016389,0.016804,0.016944,0.017766,0.016952,0.016818,0.016740,0.016834,0.017274,0.016054,0.015776,0.014870,0.015282,0.016223,0.017414,0.018380,0.018069,0.016802,0.016920,0.016594,0.016183,0.016184,0.016462,0.016508,0.016029,0.016235,0.016101,0.015627,0.017818,0.018077,0.017339,0.017412,0.017318,0.016373,0.016650,0.017572,0.018099,0.018176,0.017901,0.018927,0.017725,0.016734,0.015341,0.015268,0.015436,0.016790,0.017722,0.019260,0.019049,0.018233,0.017839,0.017886,0.017102,0.018806,0.020418,0.021292,0.019992,0.018799,0.019681,0.021938,0.019249,0.018517,0.018391,0.017577,0.019496,0.020595,0.021589,0.022011,0.021701,0.021987,0.022117,0.021246,0.019216,0.019555,0.020840,0.019735,0.019124,0.019179,0.019609,0.020496,0.019703,0.018629,0.021381,0.021134,0.019992,0.019957,0.019817,0.019690,0.019089,0.020611,0.019902,0.018982,0.018967,0.018244,0.016440,0.017804,0.018372,0.019009,0.018717,0.017958,0.017183,0.016665,0.022839,0.032481,0.026745,0.025770,0.037713,0.028751,0.021044,0.016753,0.016815,0.018447,0.018950,0.019368,0.020895,0.020478,0.018587,0.017872,0.019127,0.019817,0.018287,0.018223,0.019209,0.018396,0.018643,0.020111,0.021495,0.020369,0.018715,0.017766,0.016868,0.018079,0.019877,0.018894,0.017907,0.018506,0.018875,0.018571,0.019277,0.019563,0.019858,0.018165,0.018520,0.018832,0.017346,0.017849
